Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
24236082,10/20/2012 08:41:55 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11208,908 BELMONT AVENUE,BELMONT AVENUE,LOGAN STREET,FOUNTAIN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,11/19/2012 08:41:55 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/22/2012 04:01:12 PM,05 BROOKLYN,BROOKLYN,1018838,184708,Unspecified,BROOKLYN,,,,,,,,40.67358997444344,-73.87530939107413,"(40.67358997444344, -73.87530939107413)"
24246073,10/22/2012 11:15:11 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11221,16 BLEEKER STREET,BLEEKER STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,11/21/2012 11:15:11 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/22/2012 04:01:12 PM,04 BROOKLYN,BROOKLYN,1005536,191784,Unspecified,BROOKLYN,,,,,,,,40.69305395209172,-73.92324105010047,"(40.69305395209172, -73.92324105010047)"
24261426,10/24/2012 09:01:13 AM,10/24/2012 09:23:24 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10314,134 SOMMER AVENUE,SOMMER AVENUE,ARLENE STREET,SPEEDWELL AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,11/23/2012 09:01:13 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,10/24/2012 09:22:58 AM,02 STATEN ISLAND,STATEN ISLAND,937845,160787,Unspecified,STATEN ISLAND,,,,,,,,40.607878021240545,-74.16712657157584,"(40.607878021240545, -74.16712657157584)"
24270288,10/26/2012 10:35:23 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11385,17-32 SUMMERFIELD STREET,SUMMERFIELD STREET,CYPRESS AVENUE,SENECA AVENUE,,,ADDRESS,RIDGEWOOD,,N/A,Assigned,11/25/2012 10:35:23 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",10/26/2012 05:08:51 PM,05 QUEENS,QUEENS,1011961,193290,Unspecified,QUEENS,,,,,,,,40.69716978470516,-73.90006582909292,"(40.69716978470516, -73.90006582909292)"
24271870,10/26/2012 09:02:24 AM,10/26/2012 09:36:09 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10314,134 SOMMER AVENUE,SOMMER AVENUE,ARLENE STREET,SPEEDWELL AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,11/25/2012 09:02:24 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,10/26/2012 09:35:44 AM,02 STATEN ISLAND,STATEN ISLAND,937845,160787,Unspecified,STATEN ISLAND,,,,,,,,40.607878021240545,-74.16712657157584,"(40.607878021240545, -74.16712657157584)"
24306858,11/01/2012 03:08:30 PM,11/27/2012 10:28:39 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10029,1912 3 AVENUE,3 AVENUE,EAST 105 STREET,EAST 106 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,12/01/2012 03:08:30 PM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,11/27/2012 10:27:43 AM,11 MANHATTAN,MANHATTAN,999498,227550,Unspecified,MANHATTAN,,,,,,,,40.79123513855819,-73.94493345676835,"(40.79123513855819, -73.94493345676835)"
24307584,11/01/2012 11:44:27 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10456,210 EAST 166 STREET,EAST 166 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,12/01/2012 11:44:27 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/05/2012 04:38:34 PM,04 BRONX,BRONX,1006996,242132,Unspecified,BRONX,,,,,,,,40.83124253823553,-73.91780582096976,"(40.83124253823553, -73.91780582096976)"
24317111,11/02/2012 06:23:01 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Turtle Under 4 inches Long,Residence,11236,1443 EAST 85 STREET,EAST 85 STREET,AVENUE N,SEAVIEW AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,12/02/2012 06:23:01 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/05/2012 04:38:34 PM,18 BROOKLYN,BROOKLYN,1012092,168442,Unspecified,BROOKLYN,,,,,,,,40.628967159549745,-73.89969601216632,"(40.628967159549745, -73.89969601216632)"
24339989,11/05/2012 04:43:33 PM,11/08/2012 12:30:09 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11221,1133 LAFAYETTE AVENUE,LAFAYETTE AVENUE,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,12/05/2012 04:43:33 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,11/08/2012 12:30:06 PM,04 BROOKLYN,BROOKLYN,1004699,191831,Unspecified,BROOKLYN,,,,,,,,40.693184929717546,-73.92625919221716,"(40.693184929717546, -73.92625919221716)"
24384189,11/10/2012 12:10:54 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10457,2135 CROTONA AVENUE,CROTONA AVENUE,EAST 181 STREET,EAST 182 STREET,,,ADDRESS,BRONX,,N/A,Assigned,12/10/2012 12:10:54 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/11/2012 03:57:32 PM,06 BRONX,BRONX,1015290,248693,Unspecified,BRONX,,,,,,,,40.849225302616226,-73.88780456426556,"(40.849225302616226, -73.88780456426556)"
24398622,11/13/2012 11:15:02 AM,11/29/2012 10:59:38 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10459,1323 LOUIS NINE BOULEVARD,LOUIS NINE BOULEVARD,NYCTA SUBWAY,INTERVALE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,12/13/2012 11:15:02 AM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,11/29/2012 10:59:02 AM,03 BRONX,BRONX,1014098,242078,Unspecified,BRONX,,,,,,,,40.83107317779385,-73.89214253623346,"(40.83107317779385, -73.89214253623346)"
24398640,11/13/2012 11:09:06 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Ferret,Residence,11358,34-06 JORDAN STREET,JORDAN STREET,34 AVENUE,35 AVENUE,,,ADDRESS,FLUSHING,,N/A,Assigned,12/13/2012 11:09:06 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/15/2012 03:53:59 PM,11 QUEENS,QUEENS,1042852,218435,Unspecified,QUEENS,,,,,,,,40.76603579428287,-73.78844494305382,"(40.76603579428287, -73.78844494305382)"
24412903,11/16/2012 12:50:20 AM,12/20/2012 11:07:07 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11385,11-09 IRVING AVENUE,IRVING AVENUE,DECATUR STREET,COOPER STREET,,,ADDRESS,RIDGEWOOD,,N/A,Closed,12/16/2012 12:50:20 AM,"The Office of Veterinary Public Health Services tried to investigate the complaint twice but was not able to gain access.  In order to increase the likelihood of an inspection, please provide additional access information and submit a new Service Request.",12/20/2012 10:32:07 AM,05 QUEENS,QUEENS,1011085,191654,Unspecified,QUEENS,,,,,,,,40.69268204651833,-73.90323146263087,"(40.69268204651833, -73.90323146263087)"
24418584,11/16/2012 04:36:15 PM,11/16/2012 05:32:50 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11214,1937 19 LANE,19 LANE,19 AVENUE,BEND,,,ADDRESS,BROOKLYN,,N/A,Closed,12/16/2012 04:36:15 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,11/16/2012 05:32:41 PM,11 BROOKLYN,BROOKLYN,982668,157663,Unspecified,BROOKLYN,,,,,,,,40.599424642817965,-74.00569681288793,"(40.599424642817965, -74.00569681288793)"
24475060,11/26/2012 11:23:37 AM,11/26/2012 01:41:20 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11385,11-09 IRVING AVENUE,IRVING AVENUE,DECATUR STREET,COOPER STREET,,,ADDRESS,RIDGEWOOD,,N/A,Closed,12/26/2012 11:23:37 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,11/26/2012 01:41:11 PM,05 QUEENS,QUEENS,1011085,191654,Unspecified,QUEENS,,,,,,,,40.69268204651833,-73.90323146263087,"(40.69268204651833, -73.90323146263087)"
24497847,11/29/2012 01:34:28 PM,11/30/2012 03:11:41 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10314,2300 VICTORY BOULEVARD,VICTORY BOULEVARD,LIVERMORE AVENUE,WOOLLEY AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,12/29/2012 01:34:28 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,11/30/2012 03:11:10 PM,01 STATEN ISLAND,STATEN ISLAND,945272,162077,Unspecified,STATEN ISLAND,,,,,,,,40.61145458310686,-74.14038589269327,"(40.61145458310686, -74.14038589269327)"
24503010,11/29/2012 09:30:11 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10312,70 POILLON AVENUE,POILLON AVENUE,AMBOY ROAD,ALLEGRO STREET,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,12/29/2012 09:30:11 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",11/30/2012 04:59:56 PM,03 STATEN ISLAND,STATEN ISLAND,934781,133828,Unspecified,STATEN ISLAND,,,,,,,,40.533864409898946,-74.17796421553857,"(40.533864409898946, -74.17796421553857)"
24561418,12/08/2012 02:38:29 PM,08/29/2013 10:34:24 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11101,39-18 29 STREET,29 STREET,39 AVENUE,40 AVENUE,,,ADDRESS,LONG ISLAND CITY,,N/A,Closed,01/07/2013 02:38:29 PM,"The Department of Health and Mental Hygiene will send official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/03/2013 03:40:37 PM,01 QUEENS,QUEENS,1002315,213688,Unspecified,QUEENS,,,,,,,,40.75318227202685,-73.93479742471654,"(40.75318227202685, -73.93479742471654)"
24566225,12/10/2012 11:40:27 AM,12/10/2012 12:18:40 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11372,34-48 85 STREET,85 STREET,34 AVENUE,35 AVENUE,,,ADDRESS,JACKSON HEIGHTS,,N/A,Closed,01/09/2013 11:40:27 AM,The Department of Health and Mental Hygiene cannot send official written documentation because the mailing information provided was incorrect or incomplete.  Please verify the mailing information provided and submit a new Service Request.,12/10/2012 12:18:31 PM,03 QUEENS,QUEENS,1016926,213615,Unspecified,QUEENS,,,,,,,,40.75293998319091,-73.88206188499014,"(40.75293998319091, -73.88206188499014)"
24566255,12/10/2012 01:17:10 PM,12/10/2012 02:34:38 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11101,39-18 29 STREET,29 STREET,39 AVENUE,40 AVENUE,,,ADDRESS,LONG ISLAND CITY,,N/A,Closed,01/09/2013 01:17:10 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,12/10/2012 02:34:03 PM,01 QUEENS,QUEENS,1002315,213688,Unspecified,QUEENS,,,,,,,,40.75318227202685,-73.93479742471654,"(40.75318227202685, -73.93479742471654)"
24566988,12/10/2012 11:27:51 AM,12/10/2012 12:10:13 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11101,39-18 29 STREET,29 STREET,39 AVENUE,40 AVENUE,,,ADDRESS,LONG ISLAND CITY,,N/A,Closed,01/09/2013 11:27:51 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,12/10/2012 12:09:19 PM,01 QUEENS,QUEENS,1002315,213688,Unspecified,QUEENS,,,,,,,,40.75318227202685,-73.93479742471654,"(40.75318227202685, -73.93479742471654)"
24568051,12/10/2012 11:42:12 AM,12/10/2012 12:11:18 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11101,39-18 29 STREET,29 STREET,39 AVENUE,40 AVENUE,,,ADDRESS,LONG ISLAND CITY,,N/A,Closed,01/09/2013 11:42:12 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,12/10/2012 12:10:35 PM,01 QUEENS,QUEENS,1002315,213688,Unspecified,QUEENS,,,,,,,,40.75318227202685,-73.93479742471654,"(40.75318227202685, -73.93479742471654)"
24571560,12/10/2012 02:13:29 PM,12/10/2012 02:35:41 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11101,39-18 29 STREET,29 STREET,39 AVENUE,40 AVENUE,,,ADDRESS,LONG ISLAND CITY,,N/A,Closed,01/09/2013 02:13:29 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,12/10/2012 02:34:43 PM,01 QUEENS,QUEENS,1002315,213688,Unspecified,QUEENS,,,,,,,,40.75318227202685,-73.93479742471654,"(40.75318227202685, -73.93479742471654)"
24578584,12/12/2012 01:59:37 AM,01/04/2013 04:18:05 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11206,98 ELLERY STREET,ELLERY STREET,MARCY AVENUE,TOMPKINS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,01/11/2013 01:59:37 AM,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,01/04/2013 04:17:31 PM,03 BROOKLYN,BROOKLYN,998374,193722,Unspecified,BROOKLYN,,,,,,,,40.69838763907153,-73.94906370081573,"(40.69838763907153, -73.94906370081573)"
24593891,12/13/2012 09:54:29 AM,12/14/2012 07:59:40 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11101,39-18 29 STREET,29 STREET,39 AVENUE,40 AVENUE,,,ADDRESS,LONG ISLAND CITY,,N/A,Closed,01/12/2013 09:54:29 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,12/14/2012 07:58:59 AM,01 QUEENS,QUEENS,1002315,213688,Unspecified,QUEENS,,,,,,,,40.75318227202685,-73.93479742471654,"(40.75318227202685, -73.93479742471654)"
24615475,12/17/2012 06:30:46 PM,02/20/2013 01:33:20 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11221,1131 LAFAYETTE AVENUE,LAFAYETTE AVENUE,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,01/16/2013 06:30:46 PM,"The Office of Veterinary Public Health Services tried to investigate the complaint twice but was not able to gain access.  In order to increase the likelihood of an inspection, please provide additional access information and submit a new Service Request.",02/20/2013 01:32:37 PM,04 BROOKLYN,BROOKLYN,1004688,191816,Unspecified,BROOKLYN,,,,,,,,40.69314378361104,-73.9262989046307,"(40.69314378361104, -73.9262989046307)"
24619198,12/18/2012 08:13:51 AM,12/18/2012 08:35:43 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11433,158-08 109 AVENUE,109 AVENUE,157 STREET,LONG ISLAND RAILROAD,,,ADDRESS,JAMAICA,,N/A,Closed,01/17/2013 08:13:51 AM,The Department of Health and Mental Hygiene cannot send official written documentation because the mailing information provided was incorrect or incomplete.  Please verify the mailing information provided and submit a new Service Request.,12/18/2012 08:34:02 AM,12 QUEENS,QUEENS,1041312,191901,Unspecified,QUEENS,,,,,,,,40.69321673133959,-73.79422938268264,"(40.69321673133959, -73.79422938268264)"
24623598,12/18/2012 07:05:32 PM,12/19/2012 01:20:28 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11221,1133 LAFAYETTE AVENUE,LAFAYETTE AVENUE,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,01/17/2013 07:05:32 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,12/19/2012 01:19:55 PM,04 BROOKLYN,BROOKLYN,1004699,191831,Unspecified,BROOKLYN,,,,,,,,40.693184929717546,-73.92625919221716,"(40.693184929717546, -73.92625919221716)"
24631521,12/20/2012 02:36:38 AM,12/20/2012 08:56:18 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11221,1133 LAFAYETTE AVENUE,LAFAYETTE AVENUE,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,01/19/2013 02:36:38 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,12/20/2012 08:55:30 AM,04 BROOKLYN,BROOKLYN,1004699,191831,Unspecified,BROOKLYN,,,,,,,,40.693184929717546,-73.92625919221716,"(40.693184929717546, -73.92625919221716)"
24637877,12/21/2012 03:21:08 PM,12/21/2012 03:54:51 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11221,1133 LAFAYETTE AVENUE,LAFAYETTE AVENUE,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,01/20/2013 03:21:08 PM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,12/21/2012 03:53:59 PM,04 BROOKLYN,BROOKLYN,1004699,191831,Unspecified,BROOKLYN,,,,,,,,40.693184929717546,-73.92625919221716,"(40.693184929717546, -73.92625919221716)"
24662603,12/26/2012 10:03:56 AM,12/26/2012 12:21:46 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11221,1133 LAFAYETTE AVENUE,LAFAYETTE AVENUE,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,01/25/2013 10:03:56 AM,The Department of Health and Mental Hygiene has reviewed and closed the Service Request.,12/26/2012 12:21:36 PM,04 BROOKLYN,BROOKLYN,1004699,191831,Unspecified,BROOKLYN,,,,,,,,40.693184929717546,-73.92625919221716,"(40.693184929717546, -73.92625919221716)"
24666182,12/26/2012 08:08:33 PM,01/28/2013 11:08:18 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11203,1204 NEW YORK AVENUE,NEW YORK AVENUE,CORTELYOU ROAD,CLARENDON ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,01/25/2013 08:08:33 PM,The Department of Health and Mental Hygiene has investigated the Service Request and either could not locate the establishment or was provided an incorrect address.  Please confirm the address and submit a new Service Request.,01/28/2013 11:07:23 AM,17 BROOKLYN,BROOKLYN,999259,173814,Unspecified,BROOKLYN,,,,,,,,40.64374319084988,-73.94591639600851,"(40.64374319084988, -73.94591639600851)"
